system:index,16924_01_Chirchik,16924_02_Chirchik,16924_03_Chirchik,16924_04_Chirchik,16924_05_Chirchik,16924_06_Chirchik,16924_07_Chirchik,16924_08_Chirchik,16924_09_Chirchik,16924_10_Chirchik,16936_01_Inflow Toktogul,16936_02_Inflow Toktogul,16936_03_Inflow Toktogul,16936_04_Inflow Toktogul,16936_05_Inflow Toktogul,16936_06_Inflow Toktogul,16936_07_Inflow Toktogul,16936_08_Inflow Toktogul,16936_09_Inflow Toktogul,16936_10_Inflow Toktogul,16938_01_Karadarya,16938_02_Karadarya,16938_03_Karadarya,16938_04_Karadarya,16938_05_Karadarya,16938_06_Karadarya,16938_07_Karadarya,16938_08_Karadarya,16938_09_Karadarya,16938_10_Karadarya,17089_01_Vakhsh,17089_02_Vakhsh,17089_03_Vakhsh,17089_04_Vakhsh,17089_05_Vakhsh,17089_06_Vakhsh,17089_07_Vakhsh,17089_08_Vakhsh,17089_09_Vakhsh,17089_10_Vakhsh,17137_01_Kofarnikhan,17137_02_Kofarnikhan,17137_03_Kofarnikhan,17137_04_Kofarnikhan,17137_05_Kofarnikhan,17137_06_Kofarnikhan,17137_07_Kofarnikhan,17137_08_Kofarnikhan,17137_09_Kofarnikhan,17137_10_Kofarnikhan,17461_01_Zeravshan,17461_02_Zeravshan,17461_03_Zeravshan,17461_04_Zeravshan,17461_05_Zeravshan,17461_06_Zeravshan,17461_07_Zeravshan,17461_08_Zeravshan,17461_09_Zeravshan,17461_10_Zeravshan,Year-Month,.geo
000000000000000000f6,0.125636672,0.122241087,0.159498208,0.262096774,0.230174731,0.341935484,0.556765815,0.752909877,1.183121538,5.728287841,0.127096774,0.12516129,0.240143369,0.182580645,0.20483871,0.84,0.296129032,0.695014663,2.02378625,15.21709677,0.074696336,0.021978022,0.083144025,0.113303119,0.216129032,0.34014977,0.3905628,0.623858795,1.674426339,12.5302279,0.29516129,0.199677419,0.216682959,0.696451613,1.079986833,2.308387097,8.785260438,20.37559466,34.77540184,58.06419355,0,0,0.00516129,0.001897533,0.039284574,0.123492994,0.353861193,0.530535547,0.889783197,6.792651901,0.01921757,0.165471924,0.328905756,0.432382134,0.292038435,0.530967742,1.077741935,2.838764538,6.469454338,27.44635318,2021-07,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000f7,0.033955857,0.219694397,0.272998805,0.312903226,0.175739247,0.299830221,0.313364055,0.327236448,0.585858586,2.88254756,0.216774194,0.124193548,0.22971652,0.522903226,0.865806452,2.279020737,1.075806452,1.862821766,3.635386119,12.56,0.005973716,0.114143921,0.062244434,0.254332178,0.288856305,0.381912442,0.665065202,1.437005478,2.692384436,10.91439206,0.229032258,0.102258065,0.272075595,0.520322581,0.871955234,1.438387097,4.724340176,14.91788856,28.15729963,54.51290323,0,0,0,0,0.030341744,0.082763115,0.073313783,0.260256812,0.254716981,3.277227723,0.043239533,0.121863799,0.231499051,0.658808933,0.994166095,0.900645161,1.413870968,1.92198815,4.674755845,24.2326992,2021-08,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000f8,0.059649123,0.247719298,0.376234568,0.519166667,0.439930556,0.786666667,0.87965368,1.163230241,1.279461279,3.522679045,0.031,0.065333333,0.046464646,0.130666667,0.225666667,1.463804598,0.214666667,0.373737374,1.268975469,11.23336782,0,0,0.058215962,0.083195592,0.090909091,0.044940476,0.088297872,0.171383648,0.536426117,5.475320513,0.103333333,0.008,0.026936027,0.207333333,0.265399953,0.202770115,2.400220597,11.49060722,21.68303116,53.47469294,0,0,0,0,0,0,0.01986532,0.027184466,0.027044025,2.572607261,0,0.009567901,0.032026144,0.061858974,0.009574468,0.072436782,0.163666667,0.621885996,3.24617737,22.98255231,2021-09,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
101,0.08,0.195789474,0.344753086,0.3125,0.390625,0.858947368,2.07965368,6.715463918,19.80774411,41.24487179,0.030666667,0.220666667,0.210774411,0.389666667,0.400666667,2.210238095,3.068666667,6.795286195,18.08855219,48.18466667,0.089942529,0.004395604,0.058215962,0.128099174,0.245757576,0.238095238,0.674468085,3.450628931,10.8975945,40.43525641,0.234333333,0.212333333,0.270707071,1.714666667,4.042517007,10.53366667,25.8952862,39.24377104,49.91477663,66.496,0,0,0.023,0.037581699,0.004620462,0.156565657,0.161952862,0.226537217,4.297798742,39.21353135,0.031914894,0.132407407,0.307189542,0.441346154,0.520212766,2.170666667,5.945,16.97142857,35.03730887,59.3008547,2022-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
102,0.022071307,0.020713073,0.031063321,0.048790323,0.103158602,0.119864177,0.166317553,0.503159295,1.647442164,12.44044665,0.042903226,0.139032258,0.213098729,0.192580645,0.140967742,0.778475158,0.198387097,0.607444694,1.751620768,15.09357143,0.055376344,0.035093938,0.035892776,0.115435884,0.064516129,0.209965438,0.114962251,0.496043822,1.378284004,12.04613391,0.231935484,0.098064516,0.16403668,0.524554446,0.778942914,1.347108692,7.111390402,17.30518995,29.17658796,58.11935484,0,0,0,0,0,0.014662757,0.09807755,0.294807839,0.673169724,11.17443277,0,0.037933094,0.091397849,0.179280397,0.10672615,0.374827189,0.664032258,2.862596357,9.512169485,31.31943894,2022-07,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
104,0.132982456,0.031578947,0.046604938,0.044583333,0.114930556,0.222807018,0.312121212,0.327147766,0.405387205,3.405128205,0.036666667,0.092666667,0.03973064,0.256592593,0.29297619,1.343082001,1.103655172,2.368185043,3.885529534,17.40271228,0.001234568,0.072161172,0.031924883,0.043526171,0.084545455,0.18422619,0.410992908,1.113522013,1.831413675,6.690064103,0.11,0.060333333,0.198316498,0.511333333,1.257823129,1.528333333,3.447811448,11.82962963,22.43814433,51.86533333,0,0,0,0,0,0.003030303,0.055555556,0.063430421,0.13836478,3.208250825,0.012765957,0.114197531,0.056862745,0.08974359,0.10177305,0.197666667,0.438666667,1.396938776,4.268195719,23.32300815,2022-09,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
11,0.390877193,0.123157895,0.130864198,0.79881705,2.852909483,5.121052632,17.88119122,35.78247423,56.00856457,67.97070112,0.020333333,0.070666667,0.020538721,0.056333333,0.550142857,4.686023627,8.689367816,9.809724319,23.91047586,42.84596296,0.084064327,0.001831502,0.010798122,0.039393939,0.083030303,0.427380952,2.309219858,6.826033243,17.51281296,41.11003361,0.158666667,0.325333333,1.312794613,7.721,16.50272109,31.6452963,51.66700337,53.54680135,64.28075601,73.88082759,0,0.003144654,0.033666667,0.007189542,0,0.073400673,0.217171717,0.915623256,18.99749753,63.18597929,0.019503546,0.042592593,0.103267974,0.378846154,0.876595745,6.187,19.79222989,36.54761905,54.57675841,65.81025641,2002-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000c8,0.906315789,2.228070175,3.842901235,5.482916667,8.045486111,8.89754386,9.012554113,8.863917526,9.178114478,12.32649573,0.135666667,0.195,0.879461279,2.221333333,4.060619048,6.143993468,4.850439245,5.512457912,6.566856395,18.02007143,0.181309893,0.221245421,2.215701617,2.777587564,3.003030303,3.26875,2.910992908,3.222955975,3.675257732,12.0474359,0.084,0.099333333,0.295622896,1.445333333,2.126268969,4.030833333,8.468013468,19.63535354,32.31580756,54.98428571,0,0.001886792,0.02,0.00751634,0.027722772,0.080808081,0.085521886,0.609708738,5.038219642,12.85082508,0.025177305,0.314814815,0.751960784,0.801602564,1.476950355,2.454333333,5.726740741,9.109183673,12.01987768,28.74985755,2017-09,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
44,0.13122807,0.374385965,0.387654321,0.539583333,1.008680556,3.581052632,7.521985158,12.34501718,20.49828176,31.73841406,0.102666667,0.238333333,0.294276094,0.569,0.481333333,2.954144661,4.190666667,5.293602694,8.837270137,20.15292593,0.101697531,0.029304029,0.015023474,0.202754821,0.169393939,0.192559524,0.245390071,0.747798742,1.863230241,10.61538462,0.183666667,0.172333333,0.320875421,0.848333333,1.077891156,2.097666667,8.193602694,18.91245791,30.69965636,54.73566667,0,0.003773585,0.006666667,0.003594771,0,0.023232323,0.144781145,0.167961165,0.562578616,7.710231023,0.026241135,0.130864198,0.310784314,0.299038462,0.493971631,1.378666667,2.889333333,5.42414966,10.50458716,30.25327635,2006-09,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000006f,3.360935673,10.97859649,26.49814815,40.55458333,57.99861111,66.62140351,74.6982684,77.00309278,76.93973064,76.16367521,4.067666667,14.7985,19.9530303,37.74409634,51.45213114,64.96140342,67.21899003,69.13289792,69.9209239,70.47370656,0.448680289,0.242490842,8.391079812,21.45509642,38.47545455,53.82846514,65.04962006,68.21640719,75.34133657,75.52992058,1.619359059,21.55969704,39.5752945,56.9417734,65.72590647,74.33911412,71.49591315,71.34956442,74.14483182,74.72396962,0,0.030188679,0,0.085480859,0.207260726,1.465656566,20.54107744,55.95688858,74.58254717,79.05365394,0.041489362,0.114658973,2.275309089,10.86909262,23.14803043,40.59221921,56.79317159,68.65940233,72.5509227,72.39533283,2010-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
100,0.195773637,0.173174873,0.38172043,0.772983871,2.364583333,4.362308998,15.68621701,30.85999335,51.39039861,65.60519866,0.090322581,0.144193548,0.173020528,0.428887653,1.442019116,7.938553893,14.02483503,20.4617827,38.97225541,58.20465864,0.400266328,0.071605814,0.056792367,0.155958411,0.405865103,1.976670507,6.452642416,16.4856969,36.90056535,61.09646402,0.126451613,0.316451613,1.607363962,6.847258065,13.60006583,24.96136476,43.10205817,48.03356142,55.6365148,67.11806452,0,0.010651248,0.04483871,0.054079696,0.038326413,0.46953405,0.655913978,3.637958033,28.8161899,66.9687001,0.063829787,0.290322581,0.993042378,4.282568238,6.840768703,14.81870968,29.4683871,45.60895326,59.45575614,69.66997519,2022-05,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
56,27.0237691,47.38064516,55.22789725,63.29879032,67.94556452,71.28488964,72.3104315,72.92484204,71.27924405,69.4445823,22.08741935,30.67262412,38.46570001,48.64562356,54.91067213,64.2990816,64.2987469,64.80129743,65.12740306,65.44258065,5.697720032,14.10067352,27.54384371,42.23753666,53.90997067,60.60512673,65.27796843,67.69506999,71.73827735,72.29466501,20.76290323,49.09677419,59.29459107,69.26428571,68.44634628,72.72571429,69.32318577,68.46695567,70.34718989,71.59935484,0,0.091905052,0.077096774,0.085388994,0.736825295,13.80482242,43.3827445,64.82358731,74.8691053,76.75471095,0.235415237,4.495221027,19.1230234,34.97022333,47.40048044,57.39870968,64.28677419,70.06287031,71.09440663,72.00696467,2008-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
57,0.695538847,0.967017544,5.92037037,14.29791667,32.08611111,44.99859649,59.09134199,66.90549828,70.72711018,72.64329502,0.334,1.936666667,4.52996633,16.605,31.85905747,44.43178161,54.01310345,53.80923023,60.42325554,63.29732184,0.685351377,0.181684982,0.518309859,7.439393939,22.03333333,41.38125,55.77048178,63.14886142,71.62372319,74.26498674,0.392666667,6.957666667,26.62020202,45.10662069,55.86841426,68.45936782,67.13050041,68.45656566,72.69965636,73.22978161,0,0.014150943,0.032666667,0.084640523,0.072607261,1.092592593,4.342087542,29.22880259,64.04842767,76.94422442,0.055319149,1.237037037,3.57875817,12.17403846,25.81312057,44.68133333,59.42666667,70.03537415,72.56544343,73.37948718,2008-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0.00E+00,0.275789474,0.125964912,0.164506173,0.184166667,0.384375,0.468070175,2.24978355,7.613402062,22.64343434,44.62948718,0.28,0.232,0.508754209,0.611333333,0.895333333,2.480238095,2.65,5.134006734,16.11178451,37.094,0.409876543,0.078021978,0.469953052,0.384022039,0.538484848,0.658630952,1.611347518,4.758815875,12.86830193,38.106355,0.213333333,0.268333333,0.598316498,2.932,6.847959184,17.79666667,33.89259259,45.31623592,54.99828179,67.81866667,0,0.019811321,0.067666667,0.136601307,0.076237624,0.102020202,0.514141414,1.138834951,15.35314465,56.97458746,0.055319149,0.212654321,0.30751634,0.444230769,0.575886525,4.379333333,13.938,28.74455782,47.02140673,60.79430199,2020-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
62,44.69839506,70.65698105,76.15822382,77.02081989,76.83064516,76.1466893,75.94428152,74.74060525,73.78690127,72.80314309,35.34774194,46.0566754,53.52354988,61.45331612,63.53489884,70.05159665,68.71899157,68.91099581,68.90176113,68.87182425,6.709425081,27.87344913,40.62698773,50.83311117,57.74633431,60.8093318,65.94955388,68.65124772,71.57898237,72.39299007,25.37998848,60.60877419,67.42623237,72.53909677,69.7837393,73.42686022,72.87455197,71.48484848,73.22347855,73.64387097,0,0.234631771,0.149354839,0.081910183,1.713190674,24.97262952,63.69403715,75.87316004,77.37739907,76.39635899,0.127659574,7.063918757,30.17396163,49.56283085,59.41076413,66.75290323,70.84903226,72.82126399,72.92157443,72.7507582,2009-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000004e,0.057107578,0.300848896,0.178912784,0.121774194,0.196908602,0.292020374,0.453288647,1.494845361,4.010459433,19.30355666,0.09516129,0.216129032,0.224828935,0.151290323,0.260645161,1.645806452,0.771225806,2.170087977,4.336200717,22.62612903,0,0.165544133,0.348477965,0.769128232,0.826686217,1.085829493,1.458476321,2.684723068,5.506484869,17.41315136,0.233548387,0.225483871,0.289019225,0.956129032,1.764318631,3.47516129,15.11339198,26.40990551,38.65746591,60.36483871,0,0.003043214,0.003225806,0.010752688,0.018524433,0.06744868,0.207885305,0.360162856,1.230675593,15.29862664,0.018874399,0.083034648,0.275458571,0.359491315,0.414893617,0.69,1.550645161,5.196181698,13.90174608,38.25034464,2007-07,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
51,0.57795133,0.20713073,0.39516129,1.225403226,2.04233871,4.426485569,7.758273984,11.44163618,17.3313783,29.0942928,0.136774194,0.20516129,0.399478658,1.754193548,4.351935484,11.27419355,19.54806452,25.72466601,35.1886608,55.73419355,0.115949821,0.052109181,0.265788278,1.126099707,2.791788856,5.330357143,8.541180508,11.90535606,20.96840705,37.01674938,0.078064516,0.410322581,2.755620723,6.539032258,10.72646478,16.18225806,22.00032584,30.96122515,36.33355504,55.35322581,0,0.003043214,0,0.003795066,0.00894283,0.078527208,0.182144021,0.494832446,3.52221546,16.83743213,0.029855868,0.070191159,0.162555345,0.436414392,0.945435827,2.519131514,5.624009217,11.91672153,19.52411956,44.18196857,2007-10,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
103,0.171693163,0.387775891,0.457885305,0.27016129,0.33938172,0.530050934,0.441139506,0.811439973,0.69240795,4.079818031,0.233225806,0.270645161,0.293255132,0.380322581,0.47483871,1.300609463,0.481935484,0.591397849,1.144672532,10.81290323,0,0.001772421,0.018627896,0.106371634,0.082111437,0.294354839,0.268016472,0.425441266,0.669437978,6.106699752,0.248064516,0.076451613,0.07103291,0.273225806,0.312376564,0.496129032,3.116324536,13.19811013,26.60492185,53.51806452,0,0.003043214,0,0.002530044,0.007665283,0.025741284,0.096122515,0.148449734,0.262325015,3.004471415,0,0.020908005,0.088235294,0.135856079,0.144131778,0.208064516,0.392258065,0.883805135,3.294465818,19.80369451,2022-08,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
45,1.235993209,0.887606112,2.408223815,4.615080645,14.89885753,28.8139219,45.89138388,51.50453387,57.38703161,62.85938792,0.27,0.658064516,1.176761643,3.451475967,12.18939079,21.65795021,30.64035028,36.60303513,45.95373086,56.28580645,0.417072026,0.044665012,0.201726488,0.964809384,2.182404692,11.77764977,26.32738504,37.37066342,51.60957765,59.96774194,0.557741935,0.948709677,3.63864451,12.25548387,16.20671494,28.37451613,41.52329749,46.53969806,52.73994014,62.982,0,0.005173463,0.069677419,0.086654016,0.195464708,1.024437928,1.311502118,3.891324773,23.02525867,50.54870648,0.364447495,0.393369176,0.534155598,1.459900744,2.791008922,11.23806452,22.96935484,36.21776388,47.99556082,62.43562173,2006-10,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000003f,5.254385965,18.72807018,30.9117284,43.50315476,54.44796028,64.16632962,70.27172606,73.63554416,75.24597038,75.44783693,0.791474548,5.9496289,11.17243867,24.00837603,39.26964286,47.65633333,53.28158374,54.67710438,61.64105339,63.58288095,0.380842152,4.16441834,11.93916256,20.61407401,26.26833333,32.91372933,45.02687087,52.41855501,64.51897229,71.51256868,2.235,26.0261601,43.61054727,55.48518117,59.17175949,70.50590148,71.18035113,70.93386004,73.85264926,75.26533333,0,0.00408805,0.032666667,0.04869281,0.489108911,2.694949495,24.62057346,60.80484153,75.42332426,79.01777346,0.039716312,0.583641975,8.075490196,23.27211538,38.35,52.96165608,63.9648545,72.13295336,74.3465657,74.22052865,2006-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
71,0.229824561,0.223508772,0.314506173,0.665833333,1.636458333,2.622807018,9.025974026,22.44810997,40.89427609,57.39145299,0.126,0.074666667,0.437037037,0.336333333,1.305333333,4.274636364,9.333343915,10.51892488,24.7396939,43.86975862,0.671078431,0.103296703,0.258215962,0.370247934,0.393939394,1.248511905,4.483333333,13.66368157,30.36357388,55.70445165,0.285333333,0.356,1.860942761,6.878090909,14.93622449,30.04833333,52.34624405,57.08103034,66.12999638,71.09501852,0,0.026415094,0.012,0.029084967,0.043234323,0.373063973,0.75959596,1.660517799,17.77735849,59.60462046,0.169858156,0.534876543,0.958496732,0.575961538,1.176241135,4.773666667,16.46033333,33.29183673,51.03577982,65.4977208,2010-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000004c,0.128786371,0.255008489,0.386200717,1.281451613,4.911290323,9.941595925,28.35524368,47.20587518,64.85097209,72.83955059,0.07483871,0.04483871,0.354512871,1.033870968,2.035666667,9.15716129,13.18267742,17.68027588,28.91805148,38.66464516,0.157555823,0.05281815,0.195021072,0.20901093,0.44398827,2.274928492,5.205074196,9.618674838,16.62808619,34.79205387,0.290322581,0.568542825,3.29390681,11.3380232,19.63889826,35.26374644,49.94785369,52.34642052,61.80575515,69.74875417,0,0.034083993,0.028064516,0.002213789,0.10603641,0.198173536,0.960263635,5.754889364,36.6290825,72.77058781,0.012354152,0.153524492,0.380771664,1.183209264,2.627149157,13.22489025,31.10881758,48.47412466,61.66147605,68.88095351,2007-05,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
69,0.562648557,0.705942275,1.916069295,2.841276882,4.698611884,5.5729485,8.481960716,10.01036692,13.94932117,30.62194841,0.226774194,0.594193548,1.427174976,3.09483871,5.54516129,9.780282258,16.58149462,23.20723363,35.37466058,54.8416129,0.397998805,0,0.190368015,0.744068248,0.838416422,2.196428571,5.415579959,9.49117468,21.83571666,45.02419355,0.059032258,0.686129032,2.419669442,4.842525028,6.49645865,13.67011123,24.34207706,40.9831494,56.26970402,67.77457175,0,0.008520998,0.006451613,0.046664049,0.026718356,0.243221986,1.701838972,3.699988553,8.351220584,20.5797592,0.012010981,0.058542413,0.52055661,1.625620347,2.89895392,5.148676307,7.485587955,12.29602097,19.79412042,44.15840999,2009-10,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000b1,5.785011094,11.33324677,18.98198877,27.26847577,37.74284276,40.99089021,44.97791534,47.24427385,51.57092671,56.26923152,1.410818687,3.011775635,5.454290171,9.401605117,14.25364998,19.74141289,26.65184872,28.47336547,37.7898694,46.25968966,1.915481136,8.401382488,9.841572013,12.08546165,12.38511241,14.66632104,18.11419584,21.97591804,27.8308059,39.00678246,0.374075269,2.488236559,10.6667573,20.36247275,24.48644942,30.28156989,36.84638862,43.60964858,49.3162288,62.09224286,0,0.059322378,0.019032258,0,0.078004897,0.439643749,5.657163028,21.8407766,35.3201898,48.23594349,0.573164036,1.110553564,1.980096985,5.970450786,11.72429532,19.92631405,29.10641787,40.52493852,46.89893333,59.69586118,2015-10,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000cf,1.244775575,2.385263158,9.687345679,21.2275,40.24965278,53.34526316,65.52770563,70.35189003,72.57777778,73.00332723,0.063333333,3.046666667,5.967676768,13.618,25.28557471,36.75331034,44.62398851,50.12154882,59.41516313,65.88670115,0.605864198,0.327472527,1.81971831,7.660330579,15.86818182,29.64454023,43.84893617,52.60062893,65.31099656,71.47788462,0.298333333,11.07302299,26.86486706,38.90656322,44.0728243,63.88713793,65.73712992,67.30130036,72.5443299,74.96833333,0,0.038993711,0,0.027124183,0.140264026,1.047648903,10.77020783,44.76125432,71.08860334,78.01099351,0.030851064,0.26882716,1.222875817,6.852884615,15.13679384,33.58106897,50.91404598,65.88945578,71.59614046,73.36905393,2018-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
25,60.77277677,75.66424682,76.48243934,76.50991379,75.49533046,74.7814882,74.79937304,73.43654461,73.22222222,71.9239611,67.35232854,69.2554769,69.67665627,70.78935468,70.51853181,71.19482759,71.0362069,70.81562124,69.71641452,68.64829885,14.199553,48.31360634,62.74448158,69.76458193,71.88806538,72.0041784,72.53925165,73.13370202,73.5551394,72.24602122,52.33055829,73.02252053,74.19020139,72.51912562,72.64354412,72.34190887,71.46931134,71.04738269,71.25784622,71.72113629,0,0.100520494,0.093793103,0.266058147,4.405257767,37.62835249,68.53221874,71.58218949,71.96519193,70.27381359,0.546955246,18.87484036,48.21145368,58.16180371,63.29640499,66.47162562,68.68869458,69.49782598,69.83493018,69.66888763,2004-02,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000dd,0.386315789,0.207368421,0.453703704,0.334166667,1.273958333,1.668070175,7.941125541,19.00549828,38.71346801,57.0008547,0.155666667,0.092666667,0.182491582,0.281333333,1.128666667,4.11647619,6.651,8.665993266,23.35185185,36.31733333,0.1,0.185714286,0.114084507,0.600550964,0.656060606,1.711011905,3.540070922,11.30566038,23.23883162,45.70320513,0.501333333,0.251333333,1.048148148,5.445,13.91870748,29.74533333,46.11885522,51.5986532,60.14226804,69.06,0,0.006918239,0.008666667,0.008169935,0.113531353,0.314141414,0.92996633,1.785436893,24.15786164,64.29009901,0.122340426,0.283333333,0.554575163,0.667307692,1.623049645,7.627666667,23.19066667,39.8292517,55.22905199,64.24843305,2019-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000005c,0.120510367,0.167017544,0.626234568,1.158333333,2.156597222,3.132280702,4.619480519,6.020274914,9.412457912,12.76196581,0.21,0.237333333,0.102693603,0.492,0.94,3.446088235,3.395666667,4.531313131,7.180808081,19.251,0.085537919,0.001831502,0.10657277,0.309090909,0.375454545,0.35922619,0.74822695,1.766666667,4.142611684,14.77115385,0.046666667,0.141,0.24040404,1.014333333,2.248639456,4.568666667,11.03030303,21.21010101,30.33505155,52.32666667,0,0.055345912,0.118,0.080392157,0.013531353,0.074074074,0.237710438,0.328802589,3.409433962,13.27755776,0.038652482,0.142592593,0.279738562,0.508012821,0.996453901,2.696,6.824,11.67006803,18.40152905,37.51823362,2008-09,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
98,0.034736842,0.061754386,0.044135802,0.1325,0.377083333,0.610877193,2.271428571,3.410996564,5.823905724,13.49957265,0.082666667,0.199,0.191919192,0.41,0.780333333,2.843571429,3.296666667,2.87979798,6.311111111,17.229,0.123045267,0.077655678,0.121126761,0.258402204,0.351515152,1.158333333,2.020567376,2.736163522,4.920618557,13.16378205,0.152666667,0.117333333,0.589225589,2.178,4.768707483,8.326,14.84175084,25.41313131,32.66219931,58.43833333,0,0.005660377,0.008,0,0,0.024915825,0.150505051,0.225889968,2.905031447,16.58745875,0.020212766,0.055864198,0.060457516,0.215384615,0.173758865,1.293333333,3.944,6.953401361,13.1883792,38.77777778,2013-09,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0.00E+00,0.385858384,0.119864177,0.330346476,0.852016129,3.636424731,8.523259762,26.77042313,45.83039574,63.53763441,72.808933,0.133548387,0.041612903,0.186705767,0.588387097,1.254516129,10.84340937,15.45332949,15.78823633,34.87147977,52.92428913,0.468896854,0.029776675,0.09404816,0.141295654,0.361290323,1.171370968,4.985243651,10.67906494,26.65996141,52.00017281,0.105806452,0.639354839,4.10133594,14.84483871,21.14252798,36.54040621,51.14304334,53.28739003,60.8962421,69.69225806,0,0.007608034,0.019354839,0.032258065,0.064196742,0.191919192,1.014336918,14.74068274,55.25623859,79.80581284,0.277625257,0.188172043,0.396900696,1.759925558,5.421070693,23.10258065,44.86677419,61.89499671,71.67238828,74.17011304,2020-05,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0.00E+00,5.536566512,4.493803858,10.09964389,19.96501228,35.02497243,50.15113757,63.90511958,70.49454281,73.55906054,73.86289907,0.184,0.90925,3.247979798,10.1791954,20.72819285,30.81222989,40.40037464,46.36957174,56.38576239,62.80815928,0.37037037,1.307326007,3.092957746,4.965564738,9.258484848,15.80059524,28.13120567,37.32484277,53.28969072,66.8,0.767666667,10.26565517,26.65424617,38.40449553,42.50992129,63.82322733,67.24612795,67.80485313,72.22218272,74.78533333,0,0.03081761,0.028666667,1.372875817,6.054455446,10.1996633,26.42929293,59.70992449,76.59909154,79.89061239,1.354609929,1.562139918,6.005628177,18.0732906,30.25933806,48.92411111,62.52274074,73.24512472,75.67642448,75.3965812,2020-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000d0,0.483870968,0.056027165,0.377648347,1.054435484,3.78125,7.828081494,23.07730427,37.98939983,55.70350783,65.60404295,0.15483871,0.106451613,0.299771913,1.459666296,5.261935484,16.60454505,23.86422649,30.46178133,46.46957899,57.26711902,0.758960573,0.21978022,0.139936393,0.452945881,0.659237537,6.385080645,19.25566232,32.13718597,51.19687396,65.01618251,0.395483871,0.683870968,4.441837732,14.38290323,23.17741935,45.28580645,56.04105572,61.08895406,68.67342867,72.81354839,0,0.091296409,0.091935484,0.158127767,0.659853082,0.84457478,0.973932877,4.207004547,38.54162906,74.64520534,0.107755662,0.127538829,0.546173308,1.101736973,2.935483871,13.48926585,35.67129032,55.83671199,68.73780245,74.39808714,2018-05,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000ad,0.544561404,0.228421053,0.293518519,0.31625,0.711805556,0.781754386,3.253679654,10.19828179,24.43771044,43.80811966,0.040333333,0.561,0.142087542,0.42,1.031666667,2.726666667,4.019666667,6.977104377,18.82289562,39.61066667,0.14537037,0.132234432,0.163380282,0.217906336,0.279090909,0.452380952,1.460992908,5.589622642,14.40171821,35.58365385,0.392666667,0.456,1.45993266,6.079,12.37312925,24.88733333,41.58350168,45.52996633,53.16357388,68.16733333,0,0.022327044,0,0,0.016171617,0.212457912,0.321548822,1.199352751,16.23553459,56.53069307,0.041489362,0.254012346,0.590522876,0.33525641,0.84787234,3.605666667,13.16433333,24.72312925,41.12721713,61.5994302,2015-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
